distance,consume,temp_inside,temp_outside,gas_type,AC,rain,sun,temp_diff,fuel_used,cost_of_trip,trip_in_hour,avg_speed
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.6833333333333333,28.76024641689716
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,4,SP98,1,0,0,17.5,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,12,SP98,0,0,0,9.5,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.3333333333333333,58.958505154639184
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,21.5,8,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.8333333333333334,23.583402061855672
19.652835051546393,4.912371134020619,21.5,7,SP98,0,0,0,14.5,0.9654201960888513,1.847,0.9333333333333333,21.056608983799705
19.652835051546393,4.912371134020619,20.0,4,SP98,0,0,0,16.0,0.9654201960888513,1.847,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,20.0,6,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.6,32.75472508591066
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.85,23.12098241358399
19.652835051546393,4.912371134020619,20.0,11,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.75,26.203780068728523
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,20.0,8,SP98,0,0,0,12.0,0.9654201960888513,1.847,0.36666666666666664,53.59864104967198
19.652835051546393,4.912371134020619,20.0,6,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,1.0,19.652835051546393
19.652835051546393,4.912371134020619,20.0,13,SP98,0,0,0,7.0,0.9654201960888513,1.847,0.85,23.12098241358399
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,20.0,9,SP98,1,1,0,11.0,0.9654201960888513,1.847,0.35,56.15095729013256
19.652835051546393,4.912371134020619,21.5,11,SP98,0,0,0,10.5,0.9654201960888513,1.847,0.8666666666666667,22.676348136399685
19.652835051546393,4.912371134020619,20.0,11,SP98,0,0,0,9.0,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.5833333333333334,33.69057437407953
19.652835051546393,4.912371134020619,21.5,10,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,9,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.5666666666666667,34.68147362037599
19.652835051546393,4.912371134020619,21.0,8,SP98,1,1,0,13.0,0.9654201960888513,1.847,1.1833333333333333,16.60802962102512
19.652835051546393,4.912371134020619,21.5,9,SP98,0,1,0,12.5,0.9654201960888513,1.847,1.0333333333333334,19.018872630528765
19.652835051546393,4.912371134020619,21.0,12,SP98,0,1,0,9.0,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.0,11,SP98,1,1,0,10.0,0.9654201960888513,1.847,0.3,65.50945017182131
19.652835051546393,4.912371134020619,20.5,7,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.75,26.203780068728523
19.652835051546393,4.912371134020619,23.0,1,SP98,0,0,0,22.0,0.9654201960888513,1.847,1.25,15.722268041237115
19.652835051546393,4.912371134020619,21.0,1,SP98,0,0,0,20.0,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.0,4,SP98,0,0,0,17.0,0.9654201960888513,1.847,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.0,7,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.9333333333333333,21.056608983799705
19.652835051546393,4.912371134020619,21.0,7,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.0,7,SP98,0,0,0,14.0,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,23.5,5,SP98,0,0,0,18.5,0.9654201960888513,1.847,0.35,56.15095729013256
19.652835051546393,4.912371134020619,20.5,7,SP98,0,0,0,13.5,0.9654201960888513,1.847,1.1,17.866213683223993
19.652835051546393,4.912371134020619,20.5,7,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,20.5,3,SP98,0,0,0,17.5,0.9654201960888513,1.847,0.45,43.67296678121421
19.652835051546393,4.912371134020619,23.0,4,SP98,0,1,0,19.0,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,23.0,4,SP98,0,1,0,19.0,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,23.0,1,SP98,0,1,0,22.0,0.9654201960888513,1.847,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,23.0,4,SP98,0,0,0,19.0,0.9654201960888513,1.847,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,23.0,0,SP98,0,0,0,23.0,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,23.0,2,SP98,0,0,0,21.0,0.9654201960888513,1.847,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,23.0,3,SP98,0,0,0,20.0,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,23.0,8,SP98,0,0,0,15.0,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,23.0,0,SP98,0,1,0,23.0,0.9654201960888513,1.847,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,23.0,0,SP98,0,1,0,23.0,0.9654201960888513,1.847,0.95,20.68719479110147
19.652835051546393,4.912371134020619,25.0,1,SP98,0,0,0,24.0,0.9654201960888513,1.847,0.9333333333333333,21.056608983799705
19.652835051546393,4.912371134020619,24.0,2,SP98,0,0,0,22.0,0.9654201960888513,1.847,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,1,SP98,0,0,0,20.5,0.9654201960888513,1.847,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,-3,SP98,0,0,0,24.5,0.9654201960888513,1.847,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.5,5,SP98,0,0,0,16.5,0.9654201960888513,1.847,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,4,SP98,0,0,0,17.5,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,21.5,6,SP98,0,0,0,15.5,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,21.5,3,SP98,0,0,0,18.5,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,21.5,5,SP98,0,0,0,16.5,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,5,SP98,0,0,0,16.5,0.9654201960888513,1.847,0.5,39.30567010309279
19.652835051546393,4.912371134020619,21.5,5,SP98,0,1,0,16.5,0.9654201960888513,1.847,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,5,SP98,0,1,0,16.5,0.9654201960888513,1.847,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,10,SP98,0,1,0,11.5,0.9654201960888513,1.847,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,7,E10,0,1,0,14.5,0.9654201960888513,1.801,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,10,E10,0,1,0,11.5,0.9654201960888513,1.801,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,13,E10,0,0,0,8.5,0.9654201960888513,1.801,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,21.5,17,E10,0,0,0,4.5,0.9654201960888513,1.801,0.8166666666666667,24.06469598148538
19.652835051546393,4.912371134020619,21.5,17,E10,0,0,0,4.5,0.9654201960888513,1.801,0.4166666666666667,47.166804123711344
19.652835051546393,4.912371134020619,21.5,10,E10,0,0,0,11.5,0.9654201960888513,1.801,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,18,E10,0,0,0,3.5,0.9654201960888513,1.801,0.6833333333333333,28.76024641689716
19.652835051546393,4.912371134020619,21.5,10,E10,0,0,0,11.5,0.9654201960888513,1.801,0.75,26.203780068728523
19.652835051546393,4.912371134020619,21.5,10,E10,0,1,0,11.5,0.9654201960888513,1.801,0.23333333333333334,84.22643593519882
19.652835051546393,4.912371134020619,21.5,12,E10,0,0,0,9.5,0.9654201960888513,1.801,0.75,26.203780068728523
19.652835051546393,4.912371134020619,21.5,5,E10,0,0,0,16.5,0.9654201960888513,1.801,0.8666666666666667,22.676348136399685
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.7666666666666667,25.634132675930076
19.652835051546393,4.912371134020619,21.5,9,E10,0,0,0,12.5,0.9654201960888513,1.801,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,21.5,7,E10,0,1,0,14.5,0.9654201960888513,1.801,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,6,E10,1,1,0,15.5,0.9654201960888513,1.801,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.6166666666666667,31.869462245750906
19.652835051546393,4.912371134020619,21.5,7,E10,0,1,0,14.5,0.9654201960888513,1.801,1.3333333333333333,14.739626288659796
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,1.0333333333333334,19.018872630528765
19.652835051546393,4.912371134020619,21.5,9,E10,0,1,0,12.5,0.9654201960888513,1.801,0.5666666666666667,34.68147362037599
19.652835051546393,4.912371134020619,21.5,9,E10,0,1,0,12.5,0.9654201960888513,1.801,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.5,9,E10,0,1,0,12.5,0.9654201960888513,1.801,1.0,19.652835051546393
19.652835051546393,4.912371134020619,21.5,4,E10,0,0,0,17.5,0.9654201960888513,1.801,0.65,30.23513084853291
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,2,E10,0,0,0,19.5,0.9654201960888513,1.801,1.1833333333333333,16.60802962102512
19.652835051546393,4.912371134020619,21.5,2,E10,0,0,0,19.5,0.9654201960888513,1.801,0.8833333333333333,22.248492511184597
19.652835051546393,4.912371134020619,21.5,3,E10,0,0,0,18.5,0.9654201960888513,1.801,1.3333333333333333,14.739626288659796
19.652835051546393,4.912371134020619,21.5,5,E10,0,0,0,16.5,0.9654201960888513,1.801,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,21.5,5,E10,0,0,0,16.5,0.9654201960888513,1.801,0.8166666666666667,24.06469598148538
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.6666666666666666,29.479252577319592
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.6,32.75472508591066
19.652835051546393,4.912371134020619,21.5,7,E10,0,0,0,14.5,0.9654201960888513,1.801,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,21.5,8,E10,0,0,0,13.5,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.85,23.12098241358399
19.652835051546393,4.912371134020619,21.5,0,E10,0,0,0,21.5,0.9654201960888513,1.801,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.5,6,E10,0,0,0,15.5,0.9654201960888513,1.801,0.7,28.07547864506628
19.652835051546393,4.912371134020619,21.0,3,E10,0,0,0,18.0,0.9654201960888513,1.801,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.0,-5,E10,0,0,0,26.0,0.9654201960888513,1.801,0.6333333333333333,31.030792186652203
19.652835051546393,4.912371134020619,21.0,-3,E10,0,0,0,24.0,0.9654201960888513,1.801,0.7833333333333333,25.0887255977188
19.652835051546393,4.912371134020619,21.0,0,E10,0,0,0,21.0,0.9654201960888513,1.801,1.25,15.722268041237115
19.652835051546393,4.912371134020619,21.0,0,E10,0,0,0,21.0,0.9654201960888513,1.801,0.48333333333333334,40.6610380376822
19.652835051546393,4.912371134020619,22.5,0,E10,0,0,0,22.5,0.9654201960888513,1.801,0.8333333333333334,23.583402061855672
19.652835051546393,4.912371134020619,22.5,0,E10,1,1,0,22.5,0.9654201960888513,1.801,0.8666666666666667,22.676348136399685
19.652835051546393,4.912371134020619,22.5,1,E10,0,0,0,21.5,0.9654201960888513,1.801,0.85,23.12098241358399
19.652835051546393,4.912371134020619,22.5,3,E10,0,0,0,19.5,0.9654201960888513,1.801,0.9833333333333333,19.985933950725148
19.652835051546393,4.912371134020619,22.5,8,E10,0,0,0,14.5,0.9654201960888513,1.801,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,22.5,12,E10,0,0,0,10.5,0.9654201960888513,1.801,1.2166666666666666,16.15301511086005
19.652835051546393,4.912371134020619,22.5,10,E10,0,0,0,12.5,0.9654201960888513,1.801,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,22.5,7,E10,0,0,0,15.5,0.9654201960888513,1.801,0.6833333333333333,28.76024641689716
19.652835051546393,4.912371134020619,22.0,13,E10,0,0,0,9.0,0.9654201960888513,1.801,1.15,17.089421783953387
19.652835051546393,4.912371134020619,22.0,12,E10,0,0,0,10.0,0.9654201960888513,1.801,1.4166666666666667,13.872589448150395
19.652835051546393,4.912371134020619,22.0,18,E10,0,0,0,4.0,0.9654201960888513,1.801,1.1166666666666667,17.599553777504234
19.652835051546393,4.912371134020619,22.0,9,SP98,0,1,0,13.0,0.9654201960888513,1.847,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,22.0,4,SP98,0,0,0,18.0,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,22.0,13,SP98,0,0,0,9.0,0.9654201960888513,1.847,1.3666666666666667,14.38012320844858
19.652835051546393,4.912371134020619,22.0,16,SP98,0,0,0,6.0,0.9654201960888513,1.847,1.0166666666666666,19.330657427750552
19.652835051546393,4.912371134020619,21.5,13,SP98,0,0,0,8.5,0.9654201960888513,1.847,0.6833333333333333,28.76024641689716
19.652835051546393,4.912371134020619,21.5,14,SP98,0,0,0,7.5,0.9654201960888513,1.847,1.05,18.716985763377515
19.652835051546393,4.912371134020619,21.5,14,SP98,0,0,0,7.5,0.9654201960888513,1.847,0.9,21.836483390607103
19.652835051546393,4.912371134020619,21.5,14,SP98,0,0,0,7.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,13,SP98,0,0,0,8.5,0.9654201960888513,1.847,0.4,49.13208762886598
19.652835051546393,4.912371134020619,21.5,13,SP98,0,0,0,8.5,0.9654201960888513,1.847,0.7166666666666667,27.42256053704148
19.652835051546393,4.912371134020619,21.5,15,SP98,0,0,0,6.5,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,19.0,18,SP98,0,0,0,1.0,0.9654201960888513,1.847,0.7333333333333333,26.79932052483599
19.652835051546393,4.912371134020619,21.5,17,SP98,0,0,0,4.5,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,22.5,12,SP98,1,1,0,10.5,0.9654201960888513,1.847,0.4666666666666667,42.11321796759941
19.652835051546393,4.912371134020619,22.5,12,SP98,1,0,0,10.5,0.9654201960888513,1.847,0.5166666666666667,38.03774526105753
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,20.0,19,SP98,0,0,0,1.0,0.9654201960888513,1.847,0.6,32.75472508591066
19.652835051546393,4.912371134020619,20.0,21,SP98,0,0,0,-1.0,0.9654201960888513,1.847,0.65,30.23513084853291
19.652835051546393,4.912371134020619,20.0,10,SP98,0,0,0,10.0,0.9654201960888513,1.847,0.35,56.15095729013256
19.652835051546393,4.912371134020619,20.0,12,SP98,0,0,0,8.0,0.9654201960888513,1.847,0.36666666666666664,53.59864104967198
19.652835051546393,4.912371134020619,20.0,9,SP98,0,0,0,11.0,0.9654201960888513,1.847,0.5166666666666667,38.03774526105753
19.652835051546393,4.912371134020619,20.0,8,SP98,0,0,0,12.0,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,20.0,13,SP98,0,0,0,7.0,0.9654201960888513,1.847,0.7,28.07547864506628
19.652835051546393,4.912371134020619,22.5,5,SP98,0,0,0,17.5,0.9654201960888513,1.847,0.55,35.732427366447986
19.652835051546393,4.912371134020619,22.5,13,SP98,0,0,0,9.5,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,22.5,11,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.43333333333333335,45.35269627279937
19.652835051546393,4.912371134020619,22.5,12,SP98,0,0,0,10.5,0.9654201960888513,1.847,0.36666666666666664,53.59864104967198
19.652835051546393,4.912371134020619,22.5,17,SP98,0,0,1,5.5,0.9654201960888513,1.847,0.9666666666666667,20.3305190188411
19.652835051546393,4.912371134020619,22.5,12,SP98,0,0,0,10.5,0.9654201960888513,1.847,0.45,43.67296678121421
19.652835051546393,4.912371134020619,22.5,9,SP98,0,0,0,13.5,0.9654201960888513,1.847,0.5333333333333333,36.84906572164949
19.652835051546393,4.912371134020619,22.5,10,SP98,0,0,0,12.5,0.9654201960888513,1.847,0.9166666666666666,21.439456419868794
19.652835051546393,4.912371134020619,22.5,11,SP98,0,0,0,11.5,0.9654201960888513,1.847,0.9333333333333333,21.056608983799705
